cur_domain,cur_diff,correct,time_ms,target_domain,target_diff
2,1,0,11130,2,0
1,1,1,9121,1,1
1,0,0,962,1,0
0,2,0,14481,0,1
2,1,1,5189,2,1
2,0,0,10163,0,0
0,1,1,5020,0,1
1,0,0,6297,1,0
2,2,0,6892,2,1
0,0,1,1790,0,1
1,0,1,10301,1,0
2,2,1,3297,2,2
2,0,1,12154,2,0
1,0,0,9018,1,0
2,2,0,6495,1,1
0,1,0,8366,0,0
0,0,1,4711,0,0
0,0,0,12188,1,0
0,0,0,11198,0,0
1,0,0,10246,2,0
2,1,0,3468,1,0
0,0,1,11658,0,0
1,1,1,12978,1,0
2,2,1,5670,2,2
0,1,1,12768,0,0
1,2,0,2256,1,1
2,2,1,3280,2,2
0,2,1,3332,0,2
0,0,1,12159,0,0
1,0,0,9571,0,0
0,1,1,4056,0,1
1,1,0,10487,1,0
2,2,0,1181,2,1
1,1,1,12487,1,0
0,0,1,13698,0,0
2,2,0,3562,2,1
2,1,1,12552,2,0
0,2,0,12816,0,1
2,2,1,6767,2,2
2,1,1,12085,2,0
2,1,1,10080,2,0
2,2,0,5782,2,1
1,1,0,11698,0,0
1,2,1,10526,1,1
0,1,1,14842,0,0
1,0,0,8748,0,0
0,0,1,995,0,1
0,1,0,10158,2,0
1,2,1,13382,2,1
2,1,1,8423,2,1
2,0,1,14685,2,0
1,2,0,6072,1,1
1,0,1,4167,1,0
1,2,0,4932,1,1
2,2,0,5699,2,1
0,2,1,3677,0,2
2,1,0,9855,1,0
1,1,1,9812,1,1
0,0,1,5000,0,0
1,0,1,8612,1,0
2,2,0,1961,2,1
2,0,0,2952,2,0
0,1,1,10040,0,0
0,0,1,10753,0,0
0,1,1,12122,0,0
2,2,0,10247,2,1
0,2,0,14585,0,1
0,1,0,8541,0,0
1,2,1,2126,1,2
1,1,0,4787,1,0
1,0,0,11727,1,0
0,2,1,3036,1,2
1,1,1,9166,1,1
0,0,1,940,0,1
1,0,1,10353,1,0
2,0,0,1281,2,0
2,2,1,12199,0,1
2,1,0,5988,2,0
2,1,0,7106,2,0
0,1,1,11125,0,0
1,2,1,3132,2,2
0,2,1,2248,0,2
2,1,1,14953,2,0
0,1,0,6125,0,0
1,2,1,4702,0,2
2,0,0,13849,2,0
0,0,0,4153,0,0
1,2,0,6977,1,1
0,0,1,12711,0,0
0,0,0,10191,0,0
0,1,0,13418,0,0
0,0,0,13850,0,0
2,0,0,696,2,0
0,2,0,14280,1,1
1,2,1,4346,1,2
0,1,1,9581,2,1
0,1,1,11172,0,0
2,0,0,12047,1,0
1,1,1,9973,1,1
2,2,0,6909,2,1
0,0,0,9363,0,0
2,2,0,12000,2,1
2,2,1,5187,2,2
0,2,1,2636,0,2
1,0,0,8749,1,0
2,2,0,815,2,1
0,2,1,10846,0,1
0,1,0,5119,0,0
2,1,0,1814,2,0
0,1,1,14896,0,0
0,1,1,14423,0,0
1,0,0,5790,1,0
1,0,0,10007,1,0
2,2,1,9180,2,2
1,2,0,2933,1,1
1,2,1,6917,1,2
1,2,0,6672,1,1
1,0,0,14616,1,0
1,2,1,1833,1,2
1,0,0,3106,1,0
1,2,0,837,1,1
1,0,0,4672,1,0
0,2,1,11140,0,1
2,0,1,533,2,1
0,0,1,4339,2,0
1,0,1,14123,1,0
0,0,1,10929,0,0
0,0,0,9476,0,0
1,0,1,13599,1,0
0,2,0,2436,0,1
1,2,1,3845,1,2
2,2,1,9326,2,2
0,2,1,12896,0,1
2,2,0,6355,2,1
2,0,0,10482,0,0
0,2,1,11382,0,1
0,0,0,4555,0,0
1,0,0,14309,2,0
1,2,1,1612,1,2
0,1,1,3339,2,1
1,0,1,7300,2,0
0,1,0,6592,0,0
0,0,0,3615,0,0
2,2,1,3485,2,2
2,0,1,14838,2,0
2,1,1,3035,2,1
0,2,1,7091,0,2
1,0,0,13301,0,0
0,2,0,12527,0,1
1,1,0,4583,1,0
2,0,1,6307,2,0
2,1,1,9318,2,1
2,0,1,7150,2,0
1,2,0,14803,1,1
0,2,0,6526,0,1
0,2,0,2314,0,1
1,2,1,7705,0,2
0,0,1,12828,1,0
2,2,1,11749,1,1
2,0,1,1302,2,1
2,1,1,14551,2,0
1,1,1,12267,1,0
0,1,1,4456,0,1
0,2,0,9501,0,1
1,1,1,5123,1,1
0,0,1,7156,1,0
1,2,0,5058,1,1
0,1,1,13208,0,0
0,0,0,4522,0,0
0,0,1,14727,0,0
1,1,0,13935,1,0
1,2,1,2047,1,2
2,0,1,8108,2,0
1,2,0,12337,1,1
0,1,0,14630,0,0
0,1,0,4387,0,0
1,1,1,562,0,2
2,2,1,8668,2,2
2,2,0,4747,2,1
2,2,1,2231,2,2
2,0,1,11688,2,0
0,0,1,14941,2,0
0,0,1,4741,0,0
2,0,1,5814,2,0
1,0,1,11054,2,0
2,2,1,1779,2,2
2,0,0,2579,2,0
1,1,0,5397,1,0
2,1,0,3913,1,0
0,0,1,5645,1,0
0,1,0,12268,0,0
2,0,1,1633,2,1
0,0,1,1418,0,1
0,0,1,5852,0,0
1,0,1,12886,2,0
2,2,1,4220,2,2
1,2,1,2457,1,2
1,0,0,6256,1,0
1,2,1,7372,1,2
2,2,0,3432,2,1
1,0,0,8724,1,0
0,1,0,4870,0,0
0,2,1,10343,0,1
1,0,0,10055,1,0
0,0,1,10990,2,0
0,0,1,3272,1,0
2,1,0,5747,2,0
1,0,0,13523,1,0
1,0,1,5643,1,0
1,2,0,14047,1,1
0,2,0,8692,0,1
1,1,1,2927,1,2
1,0,0,7858,1,0
1,0,0,5645,1,0
0,0,0,11988,0,0
2,2,0,6779,2,1
2,2,0,7543,0,1
0,1,1,10314,0,0
1,1,1,13590,1,0
1,2,1,9866,2,2
2,0,1,1350,2,1
1,0,0,7584,0,0
0,2,1,12632,0,1
0,1,1,1402,0,2
1,0,0,3658,1,0
2,1,0,8201,2,0
1,2,0,1001,1,1
0,1,0,9190,0,0
2,2,1,1173,2,2
2,2,1,5007,1,2
0,1,0,4349,1,0
2,1,0,4605,1,0
0,0,0,6688,0,0
2,0,0,10734,1,0
0,2,1,6232,0,2
0,0,1,13718,0,0
1,0,1,14174,1,0
1,1,1,4588,2,1
2,1,0,7086,2,0
0,0,0,4609,0,0
0,2,0,1890,0,1
0,1,1,7846,0,1
0,0,1,7111,2,0
1,1,1,6685,0,1
0,0,0,10619,0,0
2,1,0,12122,1,0
1,1,1,3753,1,1
1,1,0,9808,1,0
2,0,0,5818,2,0
1,1,1,703,1,2
0,0,0,10695,0,0
1,2,1,667,2,2
2,2,0,6318,1,1
1,1,0,4386,0,0
1,1,1,11310,2,0
2,1,1,2543,2,2
1,2,0,1364,1,1
1,2,1,4642,1,2
0,1,1,6147,0,1
1,1,0,11901,1,0
0,1,1,13356,0,0
1,2,1,8997,1,2
0,2,0,8202,2,1
0,1,1,9486,2,1
0,2,0,9664,0,1
0,0,1,11056,0,0
2,2,1,6915,2,2
0,1,1,7446,0,1
1,2,1,11117,1,1
1,1,0,4477,1,0
2,0,0,884,2,0
2,0,0,3766,2,0
1,2,1,10718,1,1
1,0,0,6305,1,0
2,0,0,12119,2,0
0,1,1,13576,0,0
1,1,1,5099,1,1
2,0,1,1830,2,1
0,0,1,14069,0,0
0,0,0,7290,2,0
1,2,0,12914,1,1
0,2,0,2962,2,1
0,1,0,7334,1,0
0,0,0,12720,0,0
0,2,1,12667,0,1
2,2,0,5345,2,1
1,1,1,3008,1,1
2,1,0,13158,1,0
1,1,0,6613,2,0
1,1,1,11295,1,0
2,2,0,8523,2,1
0,2,0,12180,0,1
1,1,0,1186,1,0
0,1,0,3541,2,0
0,0,1,8215,0,0
0,2,0,9674,0,1
1,2,0,3493,1,1
2,1,1,970,2,2
2,1,1,6547,2,1
1,2,1,10795,1,1
0,2,0,6201,0,1
0,0,0,14449,0,0
2,1,0,1961,2,0
0,0,0,7034,0,0
2,0,1,13933,2,0
1,1,1,3249,0,1
1,1,0,10945,1,0
2,2,0,2436,0,1
2,0,1,1595,2,1
1,0,0,6391,0,0
1,1,1,11073,1,0
1,1,1,2337,0,2
2,2,1,12168,2,1
1,0,0,4159,1,0
0,1,1,12033,0,0
2,0,1,14828,2,0
1,2,1,13950,1,1
0,1,1,2864,2,2
0,1,0,14669,2,0
2,0,0,4348,2,0
0,1,1,7641,2,1
1,1,1,6029,1,1
2,1,0,13688,2,0
1,0,0,10445,1,0
2,0,0,1856,2,0
0,2,0,5835,0,1
1,1,1,14048,0,0
1,0,0,5130,1,0
2,1,1,11018,0,0
1,0,1,2942,1,1
0,1,0,7576,0,0
1,1,1,9128,2,1
0,1,1,10063,0,0
2,1,0,2834,2,0
1,0,0,10771,1,0
2,1,0,9854,2,0
2,1,1,13901,2,0
1,1,0,9415,1,0
0,0,0,7310,0,0
1,1,0,655,0,0
2,0,0,6649,2,0
2,1,0,9161,2,0
2,0,0,11815,2,0
2,2,1,12883,2,1
2,0,0,11719,2,0
2,0,1,12706,0,0
2,0,1,6123,2,0
1,2,1,8950,1,2
0,2,1,570,1,2
0,0,0,13766,0,0
0,1,0,10285,0,0
2,2,0,4930,2,1
0,2,0,11634,2,1
1,2,0,12426,1,1
2,2,1,1820,1,2
1,0,0,2252,1,0
1,1,0,14225,1,0
2,1,0,9981,2,0
2,2,0,14480,2,1
0,2,1,2602,0,2
1,1,0,2404,1,0
2,2,0,13712,2,1
1,2,1,8859,1,2
2,0,1,7041,2,0
0,0,1,7158,0,0
1,2,0,2330,2,1
0,0,1,853,0,1
0,0,0,13063,1,0
2,2,0,8668,2,1
0,2,1,12782,0,1
0,1,1,5479,2,1
0,2,0,5896,0,1
0,0,1,5612,0,0
2,2,0,2074,0,1
1,0,0,6648,2,0
1,2,1,5408,1,2
0,0,0,14159,2,0
0,2,0,4210,0,1
2,1,1,11649,0,0
0,2,0,14506,1,1
2,0,1,5934,2,0
2,2,1,12347,1,1
2,1,1,5129,2,1
0,1,0,2964,0,0
1,0,1,14670,0,0
2,2,0,11046,2,1
1,1,1,2282,1,2
2,2,1,14446,2,1
2,0,0,8392,2,0
0,0,1,9122,0,0
0,1,1,6592,1,1
0,0,1,12409,0,0
1,2,0,1844,1,1
1,2,0,8322,1,1
1,2,1,11588,1,1
2,2,1,8280,2,2
2,1,0,3221,2,0
1,0,1,9499,1,0
0,0,1,9908,0,0
0,2,1,1366,2,2
0,0,0,10060,0,0
0,0,0,10868,0,0
0,1,0,7199,0,0
1,2,1,14088,1,1
2,1,0,12949,2,0
0,2,0,6726,0,1
2,2,1,12022,2,1
1,0,0,14194,1,0
2,0,0,6966,2,0
1,2,1,11955,2,1
0,0,1,14165,0,0
2,2,1,898,2,2
1,0,0,5236,1,0
2,0,0,5678,2,0
0,0,1,5800,0,0
2,0,0,3940,2,0
0,2,0,1803,0,1
1,2,1,14316,1,1
1,1,0,8601,0,0
1,0,0,7185,1,0
0,0,0,767,0,0
2,0,1,13924,2,0
1,0,0,8050,1,0
2,0,1,12806,2,0
2,2,0,8087,2,1
0,2,1,6501,0,2
1,0,1,5845,2,0
0,1,0,1850,0,0
2,2,0,8091,2,1
1,0,1,3258,0,0
0,1,0,10896,0,0
1,2,0,14332,1,1
1,0,0,13739,1,0
0,1,0,7077,0,0
2,1,1,5550,0,1
0,1,0,5588,0,0
2,2,0,2314,2,1
0,1,1,13541,0,0
2,0,0,709,2,0
1,1,1,1739,1,2
0,1,1,2652,1,2
2,1,1,6364,2,1
1,1,0,4351,1,0
0,2,0,4344,1,1
0,1,0,7191,0,0
0,1,0,5142,0,0
1,1,1,11959,1,0
2,0,1,6475,0,0
2,0,0,783,2,0
1,0,0,13427,1,0
1,1,0,7082,1,0
1,0,0,13909,0,0
1,0,0,10884,1,0
0,0,1,7717,0,0
1,2,1,9299,1,2
0,2,0,11482,0,1
0,1,1,5797,0,1
2,1,1,562,2,2
2,0,1,5704,2,0
1,2,1,9315,1,2
2,0,1,14246,2,0
0,0,0,5689,0,0
2,0,1,12062,2,0
1,0,0,7783,1,0
1,1,1,5276,1,1
2,1,1,8252,2,1
2,1,0,6510,2,0
2,2,1,4191,2,2
1,0,0,3335,2,0
1,1,1,6087,1,1
0,1,0,4793,0,0
1,1,1,8862,1,1
0,1,0,14756,1,0
2,1,0,5629,2,0
1,1,0,9780,1,0
2,2,0,6789,2,1
2,0,1,14182,2,0
2,1,1,11514,2,0
1,1,1,3492,1,1
1,2,1,6838,2,2
1,1,0,9140,1,0
2,0,1,11591,2,0
1,1,0,13568,1,0
2,1,0,1862,2,0
0,0,1,13064,1,0
0,1,0,11519,0,0
0,2,1,12529,0,1
2,2,1,12455,0,1
2,1,0,9350,0,0
1,2,0,5714,1,1
2,2,1,13209,2,1
2,1,1,2753,2,2
2,2,0,11689,2,1
2,2,1,13793,2,1
1,1,1,3460,2,1
0,2,1,10495,0,1
0,1,0,2649,0,0
1,1,1,4351,2,1
0,0,0,503,0,0
1,2,0,12918,2,1
1,2,1,3358,1,2
2,1,1,6435,2,1
1,2,0,6168,2,1
2,1,0,5542,2,0
1,2,1,7699,0,2
2,0,0,11009,2,0
1,2,0,1489,1,1
0,1,1,4876,0,1
0,1,0,8907,0,0
0,0,1,11148,0,0
0,0,1,2719,0,1
1,2,1,10775,1,1
2,2,0,3194,2,1
0,2,0,12438,0,1
0,1,1,2530,2,2
1,1,0,10185,1,0
2,0,1,5009,2,0
1,0,0,6970,1,0
0,2,0,8014,0,1
1,0,1,2736,1,1
1,0,1,654,1,1
0,1,0,7486,0,0
1,2,0,13465,0,1
2,0,1,10104,2,0
2,0,1,12461,1,0
2,2,0,11347,2,1
1,2,1,2443,2,2
1,2,1,3482,1,2
2,1,0,14494,2,0
2,0,0,1778,2,0
0,0,1,4007,0,0
0,2,0,1898,0,1
2,1,0,1992,2,0
2,1,1,11125,1,0
2,2,0,13959,2,1
1,1,0,8009,1,0
1,0,1,1952,1,1
2,2,1,11051,2,1
2,2,0,9768,2,1
0,2,1,1798,0,2
2,1,1,5751,2,1
2,0,1,9323,2,0
1,0,0,2152,1,0
0,2,0,3915,2,1
0,0,1,12056,0,0
1,0,1,1634,1,1
1,2,1,11982,1,1
1,2,1,8923,1,2
0,2,1,5902,0,2
2,2,0,1745,2,1
0,2,1,2654,0,2
0,1,1,3134,0,1
1,2,0,6506,1,1
1,2,0,3488,1,1
0,1,0,12400,0,0
0,0,0,13214,0,0
0,2,1,1294,2,2
0,0,1,4158,0,0
2,1,0,4023,2,0
0,2,0,10075,0,1
0,1,0,4497,0,0
0,1,0,11132,2,0
2,1,0,1081,2,0
2,0,0,4646,2,0
2,0,1,10301,2,0
0,0,0,11497,0,0
0,0,0,5054,0,0
1,1,0,14815,1,0
2,2,1,11967,2,1
1,0,0,8986,1,0
1,1,1,2215,1,2
2,0,1,10937,2,0
2,1,0,1761,2,0
1,1,1,11763,0,0
2,2,0,8222,1,1
2,2,1,3295,2,2
1,1,0,5276,1,0
2,1,1,14046,2,0
2,0,1,4976,2,0
2,2,1,659,2,2
1,2,1,1226,1,2
1,0,0,10969,1,0
0,2,0,12773,0,1
1,2,1,10500,2,1
0,0,1,11109,0,0
0,1,1,13182,0,0
2,2,0,5786,2,1
0,2,1,14501,0,1
1,1,0,6409,1,0
1,2,1,14256,1,1
2,0,1,6987,2,0
0,2,1,2165,0,2
2,0,0,10672,2,0
2,2,1,10146,0,1
0,0,1,8589,1,0
1,2,1,5588,2,2
2,0,0,3540,1,0
1,0,0,13925,2,0
2,0,1,6771,2,0
1,0,1,2859,1,1
1,2,0,7645,0,1
2,2,1,10207,2,1
0,0,1,3195,0,0
1,2,1,740,1,2
2,1,1,5671,2,1
1,2,1,10674,1,1
0,1,1,1824,0,2
2,2,1,7012,2,2
1,1,1,12692,0,0
0,1,0,6408,0,0
1,0,1,9535,0,0
1,2,1,2787,1,2
2,0,1,4971,0,0
0,0,0,6507,2,0
0,0,0,9268,0,0
1,2,1,11394,0,1
2,2,1,9592,2,2
2,0,0,10612,2,0
2,1,0,6649,2,0
0,0,0,2029,1,0
2,0,1,2397,2,1
0,2,1,2141,2,2
2,2,0,3070,2,1
2,0,1,10141,0,0
1,2,1,5657,1,2
1,2,0,5977,1,1
1,0,0,13593,1,0
1,1,0,2286,1,0
2,2,1,4282,2,2
0,0,1,3363,1,0
1,1,1,12236,1,0
0,0,0,12531,0,0
1,2,1,4735,1,2
2,2,0,5714,2,1
1,1,1,7701,1,1
2,1,1,861,2,2
2,2,1,10981,2,1
1,2,0,9479,1,1
1,1,0,2079,1,0
0,1,0,10792,2,0
1,1,0,2196,1,0
1,1,0,5215,1,0
1,2,1,1067,1,2
2,2,1,9629,2,2
1,0,1,6100,1,0
2,0,1,6026,2,0
1,2,0,2231,2,1
0,0,0,1355,0,0
1,2,0,13327,1,1
2,2,0,1719,2,1
0,0,0,4220,0,0
2,1,0,13788,2,0
2,0,0,14002,2,0
1,0,0,9302,1,0
2,0,0,1119,1,0
1,2,0,4558,1,1
2,2,0,10108,2,1
0,0,1,6503,2,0
1,1,0,13577,1,0
0,2,0,745,0,1
2,0,1,10271,2,0
1,1,0,11680,1,0
0,0,0,774,0,0
2,2,1,7326,2,2
0,0,1,4301,2,0
2,1,1,13443,2,0
2,0,0,5126,0,0
1,2,1,3332,1,2
0,0,0,5655,0,0
0,0,0,2855,0,0
2,0,1,8703,2,0
0,1,0,7632,0,0
1,1,1,10283,1,0
1,2,0,2270,2,1
0,1,1,13473,0,0
0,2,0,513,0,1
0,2,0,7753,2,1
2,2,0,6132,2,1
1,0,0,14079,1,0
0,1,1,12589,0,0
1,1,1,3153,0,1
0,0,0,9206,1,0
1,2,0,7808,1,1
1,2,0,10397,1,1
0,2,0,8457,0,1
2,1,0,4350,2,0
0,1,1,11209,0,0
0,2,1,2833,0,2
1,2,1,9348,2,2
0,0,1,12947,1,0
2,2,1,3241,1,2
2,2,0,6521,2,1
2,0,1,6170,2,0
0,2,0,13917,0,1
2,0,0,14399,2,0
1,1,1,10958,0,0
0,0,0,13264,0,0
1,1,0,4655,1,0
2,1,1,523,2,2
1,0,0,14850,1,0
0,1,0,14290,0,0
1,2,0,5305,1,1
1,0,0,779,0,0
0,2,0,7490,0,1
2,0,0,6448,2,0
0,1,0,9656,0,0
2,0,0,13036,2,0
0,2,1,8925,0,2
1,2,0,4720,1,1
2,0,0,4292,2,0
0,0,0,1385,0,0
2,0,1,1674,2,1
1,1,0,11553,1,0
1,1,1,13869,1,0
2,0,0,10163,0,0
2,1,1,8532,2,1
1,2,0,7223,1,1
2,1,0,9686,2,0
0,2,1,5713,0,2
0,2,0,6527,0,1
0,2,1,13855,0,1
2,1,0,8327,2,0
0,2,0,8347,0,1
0,0,0,5322,0,0
1,2,0,8818,1,1
1,0,0,8525,1,0
1,0,0,10751,1,0
0,0,1,1921,0,1
1,2,1,10955,2,1
0,2,0,14690,0,1
0,0,0,13611,0,0
0,0,1,5737,0,0
1,0,0,3027,0,0
2,2,0,1616,2,1
0,1,1,11584,0,0
2,0,1,6891,1,0
2,1,1,1344,2,2
0,1,1,12264,2,0
0,0,1,6993,0,0
2,0,0,3316,2,0
0,1,0,14878,1,0
2,2,1,11362,2,1
2,2,0,14343,2,1
1,0,1,4030,1,0
1,2,1,13453,1,1
0,1,0,14424,2,0
1,2,0,1778,1,1
2,2,0,10307,2,1
1,1,1,6763,1,1
2,2,0,12712,1,1
2,2,1,8332,0,2
2,1,0,3193,2,0
2,1,1,1859,2,2
2,1,1,2360,2,2
0,1,0,11574,1,0
1,1,1,816,1,2
1,0,0,4384,1,0
2,1,0,4282,2,0
2,0,0,10850,2,0
1,2,1,6878,1,2
2,0,1,14156,0,0
1,0,1,5104,1,0
1,0,0,3392,0,0
0,0,1,5286,0,0
2,0,1,12844,2,0
1,0,0,3647,1,0
2,2,0,6790,0,1
1,0,1,14679,1,0
1,2,1,10409,1,1
1,1,1,6174,1,1
1,2,0,13762,1,1
2,0,0,4145,0,0
0,2,1,6861,0,2
1,2,1,12591,1,1
0,1,0,11003,0,0
2,2,0,6147,2,1
1,0,1,760,1,1
1,0,0,13438,1,0
0,2,1,1366,0,2
2,1,0,13950,1,0
2,2,0,8543,2,1
0,1,1,3767,0,1
0,2,0,12847,2,1
0,0,1,10416,0,0
1,1,0,14758,0,0
0,1,0,4981,0,0
1,2,1,10495,1,1
0,2,1,3703,0,2
1,0,1,12403,1,0
2,2,0,5212,1,1
1,0,1,2992,1,1
2,2,0,14602,0,1
2,1,1,4628,1,1
2,1,0,12142,0,0
0,2,0,8910,0,1
0,1,0,11455,0,0
1,2,1,8362,1,2
0,0,1,4639,2,0
2,0,1,1470,2,1
0,2,0,8508,0,1
2,1,0,6078,2,0
2,2,0,13486,2,1
1,2,0,6721,1,1
0,0,1,11811,0,0
0,0,0,8910,1,0
0,0,1,2600,0,1
0,0,1,12610,0,0
1,2,1,10575,1,1
1,1,1,13612,1,0
1,1,1,1423,2,2
0,2,1,7107,0,2
2,0,1,14409,2,0
0,1,1,2629,0,2
2,1,0,13854,0,0
1,1,1,962,1,2
1,1,0,3460,1,0
2,0,0,4159,2,0
2,2,1,13428,2,1
2,2,0,6479,2,1
2,2,0,11201,0,1
1,0,0,13849,1,0
2,0,1,5795,1,0
2,1,0,11890,1,0
2,0,0,9117,2,0
1,2,1,14606,1,1
0,2,1,2534,0,2
1,1,0,8202,1,0
1,1,1,1191,1,2
1,1,0,1101,1,0
2,2,1,10357,0,1
0,0,1,4425,0,0
0,2,0,11641,0,1
1,2,0,10684,0,1
0,0,1,833,0,1
1,2,0,13164,0,1
2,0,1,12561,2,0
2,1,1,9680,2,1
0,0,0,5695,0,0
1,2,0,13471,1,1
0,1,1,7920,1,1
0,2,1,8610,0,2
0,2,1,4736,1,2
0,0,1,3861,0,0
2,0,0,14819,1,0
1,0,0,13515,1,0
2,1,1,2264,2,2
2,2,1,1265,2,2
2,2,1,10581,2,1
1,2,1,2612,1,2
2,1,1,5190,2,1
2,2,1,12211,2,1
1,2,1,8440,1,2
0,0,0,14500,0,0
2,2,0,14362,2,1
1,2,0,12265,1,1
0,1,1,5407,0,1
2,1,0,13151,0,0
0,0,0,579,0,0
2,1,1,3044,2,1
0,2,0,13787,0,1
2,0,1,8980,2,0
1,2,0,3970,1,1
0,1,0,11903,0,0
1,0,1,9306,1,0
2,0,0,3063,0,0
0,0,0,12663,0,0
2,2,1,10764,2,1
2,0,1,11576,2,0
0,0,0,2874,0,0
2,1,0,14426,2,0
2,0,1,11662,0,0
0,2,0,12128,2,1
1,1,1,2557,2,2
1,1,0,3831,0,0
1,2,1,13019,1,1
1,2,1,13284,0,1
2,0,1,7515,2,0
0,0,0,6356,0,0
0,2,0,12982,1,1
1,2,0,3604,2,1
2,1,0,14746,1,0
1,0,0,14047,1,0
0,0,1,7745,0,0
1,0,0,10164,1,0
0,1,0,6940,0,0
2,1,1,4360,2,1
0,2,1,9711,0,2
2,2,0,4167,0,1
0,0,1,1881,2,1
2,2,1,3918,2,2
2,1,0,631,2,0
2,2,1,6664,2,2
2,2,0,1470,2,1
0,0,0,9521,2,0
0,0,0,961,0,0
1,1,0,4459,1,0
1,2,0,4679,1,1
2,1,0,5984,2,0
2,2,0,5358,2,1
1,0,0,13562,1,0
2,0,1,12678,2,0
1,2,1,6925,0,2
1,2,1,2740,1,2
1,2,0,10434,2,1
2,1,0,7871,2,0
0,2,1,7383,0,2
2,0,1,3192,2,0
2,0,0,14740,2,0
1,0,0,660,0,0
0,2,1,3931,0,2
1,1,1,8310,1,1
2,0,1,2097,2,1
2,2,0,8707,2,1
1,2,1,11852,2,1
2,1,1,11019,2,0
1,2,1,1987,1,2
0,0,0,8648,0,0
2,0,0,12438,2,0
1,2,0,9231,1,1
1,2,1,3169,1,2
2,1,1,3255,2,1
1,1,1,10216,1,0
0,1,1,12082,0,0
0,0,0,11238,0,0
1,0,1,4070,0,0
2,1,1,4245,2,1
1,2,0,6244,1,1
1,2,1,14590,1,1
2,1,1,1259,0,2
0,0,0,5708,0,0
0,1,1,4845,0,1
1,1,0,7493,1,0
1,1,1,5149,1,1
2,2,1,8769,2,2
2,0,1,6660,2,0
2,0,0,5097,2,0
1,0,1,3389,2,0
1,0,0,9487,0,0
1,1,0,3965,1,0
2,0,1,11978,2,0
1,0,1,5447,1,0
0,2,1,3313,0,2
1,2,1,2939,1,2
1,1,1,6088,1,1
2,1,1,10455,2,0
1,0,1,13157,1,0
0,2,1,9854,0,2
2,0,1,11515,0,0
2,2,0,13134,2,1
1,2,0,3158,1,1
0,1,0,6220,0,0
1,0,1,4346,1,0
2,1,0,14812,2,0
2,2,0,1276,2,1
2,2,0,1050,2,1
2,2,0,3045,1,1
0,2,0,9808,0,1
2,0,1,3073,2,0
1,2,1,14834,1,1
0,0,0,9757,0,0
2,1,0,11588,2,0
2,0,1,2680,2,1
2,0,1,1906,2,1
0,2,0,6271,0,1
1,2,0,9131,1,1
1,1,0,4991,1,0
2,1,0,13149,2,0
0,0,0,10256,0,0
0,0,1,3196,0,0
1,0,1,855,1,1
1,0,0,792,1,0
1,0,1,13837,1,0
2,0,1,3483,2,0
2,1,0,11059,1,0
0,1,0,3786,0,0
2,2,1,4115,2,2
0,2,1,9016,0,2
0,0,0,10472,0,0
2,2,1,6213,2,2
1,0,1,3383,1,0
0,0,0,9782,0,0
1,0,0,13100,1,0
1,0,1,3756,1,0
0,2,1,13378,1,1
2,0,0,3522,1,0
0,2,0,1602,0,1
2,0,0,4240,2,0
2,1,0,8582,2,0
0,2,0,14132,0,1
0,2,0,14459,1,1
1,1,0,1672,0,0
0,0,1,14914,2,0
2,1,1,9791,2,1
2,2,1,14478,2,1
0,2,1,1767,0,2
2,0,1,9643,2,0
2,2,0,8433,2,1
2,0,0,11153,2,0
1,2,1,6863,1,2
0,2,0,9845,1,1
0,2,0,14134,0,1
1,1,1,8602,1,1
0,0,1,3551,1,0
1,0,1,1900,1,1
0,0,1,8563,0,0
1,0,0,8599,1,0
1,1,0,11084,1,0
2,2,1,7966,1,2
0,0,1,5921,0,0
1,2,1,14842,1,1
2,2,1,2253,2,2
2,1,1,6972,2,1
2,2,0,2136,2,1
2,0,0,1524,2,0
2,2,1,9236,0,2
0,1,1,3029,0,1
2,0,0,10029,0,0
1,0,1,8407,1,0
0,2,0,13736,0,1
1,1,0,8710,1,0
1,1,1,9391,1,1
0,0,1,7506,2,0
1,2,1,10207,0,1
2,2,0,14755,2,1
1,0,1,8137,1,0
0,2,0,3147,0,1
2,1,1,3479,2,1
2,0,1,4632,1,0
1,1,1,1174,1,2
2,1,1,12950,2,0
1,0,0,3661,1,0
0,1,0,8344,1,0
0,2,1,6543,0,2
1,1,0,12541,1,0
0,0,0,10226,0,0
2,0,0,8204,2,0
1,2,1,7707,1,2
1,2,0,4349,1,1
0,2,0,6172,0,1
2,2,0,10640,2,1
0,0,0,8762,0,0
1,1,0,2797,1,0
2,2,0,12338,2,1
2,2,0,8058,2,1
1,2,1,4985,1,2
1,2,0,7796,0,1
1,2,0,3856,1,1
1,2,0,2857,1,1
2,2,1,11332,2,1
0,0,1,12487,0,0
1,0,0,9016,2,0
1,0,1,13460,1,0
0,1,0,12762,0,0
1,2,0,14741,1,1
2,0,0,5625,1,0
1,0,1,2861,0,1
0,0,1,6813,0,0
0,1,1,12151,0,0
0,2,0,5404,0,1
2,0,1,14945,2,0
0,1,0,3236,2,0
2,1,0,13555,2,0
2,1,0,14585,2,0
2,2,1,10757,2,1
2,1,0,14142,0,0
2,2,0,13961,2,1
1,2,1,10479,1,1
2,2,0,7764,0,1
1,2,0,6795,1,1
1,1,1,12503,1,0
0,0,0,6841,0,0
0,1,1,5719,0,1
0,2,1,5040,0,2
1,2,0,11104,1,1
1,1,0,1255,1,0
0,0,0,10357,0,0
2,0,1,13774,2,0
